Player,Age,Pos,Date,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Kevin Durant,29-103,F-G,2018-01-10 *,GSW,,LAC,L,1,31,14,18,.778,8,11,.727,6,7,.857,6,8,.750,0,4,4,4,1,1,5,3,40,31.7
Aaron Gordon,22-074,F,2017-11-29 *,ORL,,OKC,W,1,44,13,23,.565,7,11,.636,6,12,.500,8,11,.727,0,15,15,4,4,1,1,1,40,38.5
James Harden,28-127,G,2017-12-31 *,HOU,,LAL,W,1,41,10,20,.500,7,12,.583,3,8,.375,17,21,.810,0,2,2,11,2,2,1,2,40,38.3
James Harden,28-195,G,2018-03-09 *,HOU,@,TOR,L,1,33,15,22,.682,11,14,.786,4,8,.500,6,7,.857,0,2,2,4,0,1,4,1,40,29.9
Kyrie Irving,25-304,G,2018-01-21 *,BOS,,ORL,L,1,40,14,23,.609,9,16,.563,5,7,.714,7,8,.875,2,5,7,5,0,1,1,1,40,34.8
LeBron James,33-079,F-G,2018-03-19 *,CLE,,MIL,W,1,40,16,29,.552,13,22,.591,3,7,.429,5,8,.625,5,7,12,10,2,1,6,2,40,33.4
Damian Lillard,27-224,G,2018-02-24 *,POR,@,PHO,W,1,39,13,27,.481,10,16,.625,3,11,.273,11,15,.733,2,8,10,5,1,0,4,2,40,28.2
Kyle Lowry,31-301,G,2018-01-20 *,TOR,@,MIN,L,1,34,14,25,.560,8,15,.533,6,10,.600,6,7,.857,1,4,5,5,0,0,0,5,40,31.1
Khris Middleton,26-102,F-G,2017-11-22 *,MIL,@,PHO,W,1,46,14,26,.538,11,17,.647,3,9,.333,9,11,.818,1,8,9,3,4,0,3,3,40,31.6
Donovan Mitchell,21-148,G,2018-02-02 *,UTA,@,PHO,W,1,33,14,19,.737,7,10,.700,7,9,.778,5,5,1.000,1,4,5,6,2,0,2,0,40,38.4
Kristaps Porzingis,22-095,F-C,2017-11-05 *,NYK,,IND,W,1,38,15,24,.625,13,20,.650,2,4,.500,8,9,.889,0,8,8,1,0,6,1,2,40,34.3
Kemba Walker,27-276,G,2018-02-08 *,CHO,@,POR,L,1,39,13,26,.500,7,15,.467,6,11,.545,8,8,1.000,0,1,1,3,4,0,3,1,40,30.0
T.J. Warren,24-057,F,2017-11-01 *,PHO,@,WAS,W,1,35,16,22,.727,15,20,.750,1,2,.500,7,10,.700,3,7,10,1,1,2,1,1,40,35.7
Russell Westbrook,29-047,G,2017-12-29 *,OKC,,MIL,L,1,40,16,34,.471,14,25,.560,2,9,.222,6,9,.667,3,11,14,9,1,0,5,4,40,27.5
Andrew Wiggins,22-333,F-G,2018-01-22 *,MIN,@,LAC,W,1,41,16,28,.571,13,21,.619,3,7,.429,5,8,.625,2,4,6,1,0,1,3,2,40,25.8
Lou Williams,31-065,G,2017-12-31 *,LAC,,CHO,W,0,37,12,21,.571,6,12,.500,6,9,.667,10,11,.909,0,2,2,8,1,0,1,2,40,35.1
Lou Williams,31-091,G,2018-01-26 *,LAC,@,MEM,W,0,34,12,19,.632,8,9,.889,4,10,.400,12,14,.857,0,2,2,10,4,1,2,1,40,40.6
LaMarcus Aldridge,32-241,F-C,2018-03-17 *,SAS,,MIN,W,1,36,14,22,.636,14,20,.700,0,2,.000,11,12,.917,4,6,10,2,0,2,1,4,39,33.6
Bradley Beal,24-186,G,2017-12-31 *,WAS,,CHI,W,1,45,16,29,.552,9,16,.563,7,13,.538,0,2,.000,0,9,9,9,2,0,2,3,39,32.1
Eric Bledsoe,28-111,G,2018-03-30 *,MIL,@,LAL,W,1,34,15,24,.625,8,12,.667,7,12,.583,2,2,1.000,0,3,3,6,4,0,0,2,39,36.5
Devin Booker,21-123,G,2018-03-02 *,PHO,,OKC,L,1,39,16,28,.571,10,18,.556,6,10,.600,1,1,1.000,1,5,6,8,0,1,5,2,39,28.5
Jimmy Butler,28-104,F-G,2017-12-27 *,MIN,,DEN,W,1,42,10,20,.500,7,14,.500,3,6,.500,16,18,.889,0,4,4,5,1,0,1,0,39,32.9
DeMarcus Cousins,27-072,C-F,2017-10-24 *,NOP,@,POR,L,1,39,12,23,.522,9,13,.692,3,10,.300,12,17,.706,2,11,13,3,1,3,8,4,39,26.0
Stephen Curry,29-250,G,2017-11-19 *,GSW,@,BRK,W,1,33,14,24,.583,10,14,.714,4,10,.400,7,8,.875,3,8,11,7,3,0,7,6,39,30.4
Anthony Davis,24-233,F-C,2017-10-30 *,NOP,,ORL,L,1,41,13,20,.650,13,18,.722,0,2,.000,13,15,.867,3,7,10,2,0,3,2,1,39,34.7
Kevin Durant,29-163,F-G,2018-03-11 *,GSW,@,MIN,L,1,39,11,32,.344,6,20,.300,5,12,.417,12,12,1.000,3,9,12,4,0,3,2,3,39,27.5
Aaron Gordon,22-105,F,2017-12-30 *,ORL,,MIA,L,1,36,14,22,.636,9,11,.818,5,11,.455,6,7,.857,1,6,7,1,0,2,0,2,39,32.6
Tim Hardaway,26-007,G,2018-03-23 *,NYK,,MIN,L,1,36,14,25,.560,8,14,.571,6,11,.545,5,7,.714,0,2,2,3,2,0,2,2,39,28.2
LeBron James,33-067,F-G,2018-03-07 *,CLE,@,DEN,W,1,39,15,25,.600,10,17,.588,5,8,.625,4,8,.500,1,7,8,10,1,0,3,2,39,32.9
LeBron James,32-322,F-G,2017-11-17 *,CLE,,LAC,W,1,46,17,26,.654,13,17,.765,4,9,.444,1,5,.200,1,13,14,6,0,0,6,0,39,28.8
LeBron James,32-354,F-G,2017-12-19 *,CLE,@,MIL,L,1,34,14,22,.636,8,11,.727,6,11,.545,5,5,1.000,0,1,1,7,3,2,7,1,39,31.4
Damian Lillard,27-211,G,2018-02-11 *,POR,,UTA,L,1,39,12,25,.480,10,17,.588,2,8,.250,13,13,1.000,1,2,3,1,0,1,2,2,39,26.2
Damian Lillard,27-149,G,2017-12-11 *,POR,@,GSW,L,1,42,12,28,.429,7,15,.467,5,13,.385,10,11,.909,0,4,4,2,2,0,0,5,39,26.4
Damian Lillard,27-233,G,2018-03-05 *,POR,@,LAL,W,1,39,12,25,.480,6,14,.429,6,11,.545,9,12,.750,1,4,5,6,0,0,4,2,39,26.4
LaMarcus Aldridge,32-219,F-C,2018-02-23 *,SAS,@,DEN,L,1,36,13,23,.565,13,22,.591,0,1,.000,12,14,.857,3,2,5,3,1,0,0,3,38,30.9
Giannis Antetokounmpo,23-098,F-G,2018-03-14 *,MIL,@,ORL,L,1,40,16,29,.552,15,26,.577,1,3,.333,5,5,1.000,1,9,10,7,3,0,2,4,38,31.8
Bradley Beal,24-130,G,2017-11-05 *,WAS,@,TOR,W,1,40,16,26,.615,12,20,.600,4,6,.667,2,3,.667,1,4,5,4,1,0,4,1,38,27.1
Devin Booker,21-033,G,2017-12-02 *,PHO,@,BOS,L,1,39,16,29,.552,13,21,.619,3,8,.375,3,3,1.000,1,3,4,5,0,0,3,6,38,23.8
Jimmy Butler,28-089,F-G,2017-12-12 *,MIN,,PHI,L,1,46,15,33,.455,12,24,.500,3,9,.333,5,5,1.000,3,3,6,3,1,0,1,1,38,25.6
Jimmy Butler,28-148,F-G,2018-02-09 *,MIN,@,CHI,L,1,41,11,26,.423,8,17,.471,3,9,.333,13,15,.867,1,6,7,5,4,0,1,1,38,32.0
DeMarcus Cousins,27-117,C-F,2017-12-08 *,NOP,,SAC,L,1,41,14,30,.467,10,20,.500,4,10,.400,6,7,.857,1,10,11,4,3,0,8,5,38,21.7
DeMarcus Cousins,27-111,C-F,2017-12-02 *,NOP,@,POR,W,1,34,14,28,.500,12,21,.571,2,7,.286,8,13,.615,1,7,8,0,0,1,2,2,38,22.7
Stephen Curry,29-291,G,2017-12-30 *,GSW,,MEM,W,1,26,13,17,.765,3,4,.750,10,13,.769,2,2,1.000,0,4,4,3,0,0,0,2,38,33.8
Anthony Davis,24-338,F-C,2018-02-12 *,NOP,@,DET,W,1,37,14,24,.583,11,18,.611,3,6,.500,7,7,1.000,1,9,10,1,1,2,2,1,38,30.9
Anthony Davis,24-329,F-C,2018-02-03 *,NOP,@,MIN,L,1,36,16,30,.533,15,26,.577,1,4,.250,5,5,1.000,5,4,9,1,2,1,2,1,38,29.1
Paul George,27-280,F,2018-02-06 *,OKC,@,GSW,W,1,36,11,23,.478,5,12,.417,6,11,.545,10,12,.833,1,4,5,3,6,0,3,4,38,30.9
Tim Hardaway,25-251,G,2017-11-22 *,NYK,,TOR,W,1,37,13,27,.481,9,18,.500,4,9,.444,8,10,.800,2,4,6,7,1,1,2,5,38,28.7
James Harden,28-080,G,2017-11-14 *,HOU,,TOR,L,1,39,8,25,.320,5,14,.357,3,11,.273,19,19,1.000,1,5,6,11,0,1,9,5,38,23.3
James Harden,28-077,G,2017-11-11 *,HOU,,MEM,W,1,38,11,25,.440,5,11,.455,6,14,.429,10,14,.714,0,4,4,8,0,1,3,3,38,26.6
Kyle Kuzma,22-149,F,2017-12-20 *,LAL,@,HOU,W,1,40,12,17,.706,5,7,.714,7,10,.700,7,10,.700,1,6,7,4,0,1,0,1,38,35.3
Kevin Love,29-082,F,2017-11-28 *,CLE,,MIA,W,1,25,10,16,.625,6,8,.750,4,8,.500,14,17,.824,2,7,9,2,2,0,3,0,38,33.5
Jamal Murray,20-333,G,2018-01-22 *,DEN,,POR,W,1,34,14,19,.737,10,13,.769,4,6,.667,6,6,1.000,0,5,5,6,0,0,1,5,38,33.0
Victor Oladipo,25-233,G,2017-12-23 *,IND,,BRK,W,1,42,13,23,.565,11,15,.733,2,8,.250,10,10,1.000,0,4,4,6,1,1,0,4,38,32.6
Victor Oladipo,25-228,G,2017-12-18 *,IND,,BOS,L,1,35,13,23,.565,11,16,.688,2,7,.286,10,13,.769,0,5,5,1,3,1,0,1,38,31.4
Chris Paul,32-265,G,2018-01-26 *,HOU,@,NOP,L,1,34,11,19,.579,7,14,.500,4,5,.800,12,12,1.000,0,3,3,8,1,0,0,6,38,34.2
Bobby Portis,23-012,F,2018-02-22 *,CHI,,PHI,L,0,34,15,26,.577,9,17,.529,6,9,.667,2,3,.667,4,4,8,2,0,0,1,4,38,28.2
Kristaps Porzingis,22-089,F-C,2017-10-30 *,NYK,,DEN,W,1,34,14,26,.538,10,19,.526,4,7,.571,6,6,1.000,2,5,7,2,0,3,5,5,38,24.8
Austin Rivers,25-144,G,2017-12-23 *,LAC,@,MEM,L,1,33,14,20,.700,9,12,.750,5,8,.625,5,6,.833,1,2,3,2,1,0,1,3,38,30.7
Klay Thompson,27-343,G-F,2018-01-17 *,GSW,@,CHI,W,1,37,12,22,.545,5,9,.556,7,13,.538,7,9,.778,0,4,4,2,0,1,3,0,38,26.9
Kemba Walker,27-268,G,2018-01-31 *,CHO,@,ATL,W,1,39,12,20,.600,3,7,.429,9,13,.692,5,7,.714,0,2,2,6,0,0,1,1,38,31.4
Taurean Waller-Prince,23-360,F,2018-03-17 *,ATL,@,MIL,L,1,40,13,26,.500,9,13,.692,4,13,.308,8,8,1.000,2,6,8,1,0,2,4,2,38,25.5
Taurean Waller-Prince,23-354,F,2018-03-11 *,ATL,,CHI,L,1,35,11,18,.611,4,5,.800,7,13,.538,9,10,.900,0,6,6,7,1,0,2,1,38,34.7
Russell Westbrook,29-036,G,2017-12-18 *,OKC,,DEN,W,1,37,16,28,.571,15,25,.600,1,3,.333,5,7,.714,2,7,9,6,3,1,3,2,38,31.6
Russell Westbrook,29-049,G,2017-12-31 *,OKC,,DAL,L,1,37,17,28,.607,17,24,.708,0,4,.000,4,7,.571,1,14,15,11,1,0,2,2,38,34.8
Russell Westbrook,29-059,G,2018-01-10 *,OKC,@,MIN,L,1,35,15,23,.652,14,21,.667,1,2,.500,7,9,.778,2,8,10,5,4,0,4,0,38,34.4
Giannis Antetokounmpo,23-003,F-G,2017-12-09 *,MIL,,UTA,W,1,39,14,22,.636,13,21,.619,1,1,1.000,8,9,.889,3,10,13,7,2,0,2,4,37,35.2
Giannis Antetokounmpo,23-103,F-G,2018-03-19 *,MIL,@,CLE,L,1,39,13,20,.650,13,18,.722,0,2,.000,11,11,1.000,3,8,11,5,1,0,2,4,37,33.6
Giannis Antetokounmpo,22-316,F-G,2017-10-18 *,MIL,@,BOS,W,1,37,13,22,.591,13,21,.619,0,1,.000,11,13,.846,1,12,13,3,3,0,5,4,37,28.8
Will Barton,26-328,G,2017-11-30 *,DEN,,CHI,W,0,35,13,19,.684,7,10,.700,6,9,.667,5,6,.833,0,2,2,3,3,0,3,3,37,30.0
Jimmy Butler,28-095,F-G,2017-12-18 *,MIN,,POR,W,1,35,12,21,.571,10,18,.556,2,3,.667,11,12,.917,1,5,6,4,2,0,0,0,37,33.7
Stephen Curry,29-221,G,2017-10-21 *,GSW,@,MEM,L,1,30,9,17,.529,3,6,.500,6,11,.545,13,13,1.000,0,6,6,3,0,0,2,5,37,28.6
Anthony Davis,25-009,F-C,2018-03-20 *,NOP,,DAL,W,1,35,15,21,.714,13,18,.722,2,3,.667,5,7,.714,0,8,8,2,0,2,1,2,37,30.9
Anthony Davis,24-241,F-C,2017-11-07 *,NOP,@,IND,W,1,41,14,18,.778,10,13,.769,4,5,.800,5,8,.625,3,11,14,4,1,2,2,1,37,37.0
Anthony Davis,24-283,F-C,2017-12-19 *,NOP,@,WAS,L,1,37,11,21,.524,10,18,.556,1,3,.333,14,15,.933,5,4,9,1,1,0,2,1,37,30.3
DeMar DeRozan,28-128,G-F,2017-12-13 *,TOR,@,PHO,W,1,37,12,24,.500,12,20,.600,0,4,.000,13,15,.867,2,5,7,4,0,0,1,1,37,28.5
DeMar DeRozan,28-088,G-F,2017-11-03 *,TOR,@,UTA,W,1,38,10,20,.500,7,13,.538,3,7,.429,14,14,1.000,2,4,6,2,0,0,6,3,37,23.8
Kevin Durant,29-160,F-G,2018-03-08 *,GSW,,SAS,W,1,39,14,26,.538,10,19,.526,4,7,.571,5,7,.714,1,10,11,4,0,4,3,1,37,29.5
Paul George,27-194,F,2017-11-12 *,OKC,,DAL,W,1,42,12,22,.545,5,10,.500,7,12,.583,6,7,.857,1,7,8,5,2,0,3,3,37,30.1
Tim Hardaway,25-335,G,2018-02-14 *,NYK,,WAS,L,1,40,14,24,.583,8,15,.533,6,9,.667,3,3,1.000,1,4,5,1,2,0,3,2,37,26.6
James Harden,28-093,G,2017-11-27 *,HOU,,BRK,W,1,36,13,20,.650,5,7,.714,8,13,.615,3,4,.750,0,10,10,8,2,2,4,2,37,35.0
James Harden,28-091,G,2017-11-25 *,HOU,,NYK,W,1,37,12,27,.444,7,14,.500,5,13,.385,8,10,.800,0,2,2,10,3,0,1,1,37,31.3
Jrue Holiday,27-182,G,2017-12-11 *,NOP,@,HOU,L,1,41,16,21,.762,12,14,.857,4,7,.571,1,2,.500,0,4,4,5,4,1,2,2,37,34.9
Kyrie Irving,25-310,G,2018-01-27 *,BOS,@,GSW,L,1,36,13,18,.722,8,12,.667,5,6,.833,6,8,.750,0,2,2,4,1,0,3,3,37,29.0
LeBron James,33-039,F-G,2018-02-07 *,CLE,,MIN,W,1,48,16,22,.727,11,15,.733,5,7,.714,0,2,.000,1,9,10,15,1,1,5,3,37,36.6
LeBron James,33-085,F-G,2018-03-25 *,CLE,@,BRK,W,1,38,14,19,.737,13,15,.867,1,4,.250,8,10,.800,2,8,10,8,1,0,2,3,37,35.7
LeBron James,33-045,F-G,2018-02-13 *,CLE,@,OKC,W,1,40,14,23,.609,11,16,.688,3,7,.429,6,10,.600,0,8,8,8,0,1,5,1,37,28.2
Damian Lillard,27-234,G,2018-03-06 *,POR,,NYK,W,1,32,10,18,.556,2,7,.286,8,11,.727,9,11,.818,1,1,2,1,2,0,2,1,37,28.9
Chris Paul,32-249,G,2018-01-10 *,HOU,,POR,W,1,33,13,29,.448,10,18,.556,3,11,.273,8,8,1.000,1,6,7,11,3,0,2,4,37,31.5
Kristaps Porzingis,22-093,F-C,2017-11-03 *,NYK,,PHO,W,1,31,13,22,.591,12,20,.600,1,2,.500,10,13,.769,2,5,7,0,1,3,2,1,37,29.2
Kristaps Porzingis,22-132,F-C,2017-12-12 *,NYK,,LAL,W,1,40,14,26,.538,9,18,.500,5,8,.625,4,5,.800,3,8,11,1,1,5,3,3,37,29.5
Karl-Anthony Towns,22-118,C-F,2018-03-13 *,MIN,@,WAS,W,1,41,13,17,.765,10,14,.714,3,3,1.000,8,8,1.000,3,7,10,3,1,2,1,5,37,36.0
Russell Westbrook,29-126,G,2018-03-18 *,OKC,@,TOR,W,1,37,15,22,.682,14,21,.667,1,1,1.000,6,8,.750,5,8,13,14,2,0,5,3,37,38.3
Russell Westbrook,29-077,G,2018-01-28 *,OKC,,PHI,W,1,41,14,33,.424,13,27,.481,1,6,.167,8,11,.727,2,7,9,14,2,0,2,3,37,30.4
Russell Westbrook,29-017,G,2017-11-29 *,OKC,@,ORL,L,1,38,11,23,.478,4,13,.308,7,10,.700,8,12,.667,4,7,11,5,5,0,7,3,37,28.9
Giannis Antetokounmpo,23-071,F-G,2018-02-15 *,MIL,,DEN,L,1,39,14,21,.667,13,19,.684,1,2,.500,7,12,.583,3,8,11,13,0,3,6,2,36,33.8
Bradley Beal,24-128,G,2017-11-03 *,WAS,,CLE,L,1,37,12,19,.632,11,14,.786,1,5,.200,11,13,.846,2,2,4,4,1,0,4,1,36,28.1
Bradley Beal,24-231,G,2018-02-14 *,WAS,@,NYK,W,1,43,14,22,.636,10,15,.667,4,7,.571,4,4,1.000,0,5,5,7,3,2,3,2,36,33.2
Devin Booker,21-014,G,2017-11-13 *,PHO,,LAL,L,1,38,14,27,.519,10,18,.556,4,9,.444,4,6,.667,1,2,3,3,0,0,3,4,36,20.7
Anthony Davis,24-254,F-C,2017-11-20 *,NOP,,OKC,W,1,45,9,19,.474,9,18,.500,0,1,.000,18,22,.818,1,14,15,3,0,2,7,3,36,24.9
Anthony Davis,25-016,F-C,2018-03-27 *,NOP,,POR,L,1,39,15,24,.625,15,24,.625,0,0,,6,6,1.000,3,11,14,4,2,6,4,2,36,34.8
Anthony Davis,24-307,F-C,2018-01-12 *,NOP,,POR,W,1,41,16,23,.696,16,22,.727,0,1,.000,4,4,1.000,5,4,9,2,0,2,2,3,36,30.6
Kevin Durant,29-080,F-G,2017-12-18 *,GSW,@,LAL,W,1,41,10,29,.345,6,18,.333,4,11,.364,12,13,.923,0,11,11,8,1,3,2,3,36,28.1
Kevin Durant,29-070,F-G,2017-12-08 *,GSW,@,DET,W,1,39,12,23,.522,9,17,.529,3,6,.500,9,10,.900,1,9,10,7,1,5,2,3,36,33.9
Kevin Durant,29-076,F-G,2017-12-14 *,GSW,,DAL,W,1,34,15,23,.652,11,15,.733,4,8,.500,2,2,1.000,0,11,11,7,0,2,5,2,36,29.7
Paul George,27-263,F,2018-01-20 *,OKC,@,CLE,W,1,32,12,19,.632,7,8,.875,5,11,.455,7,8,.875,0,7,7,2,0,0,1,3,36,28.4
Paul George,27-213,F,2017-12-01 *,OKC,,MIN,W,1,42,10,21,.476,5,12,.417,5,9,.556,11,11,1.000,0,4,4,9,0,3,2,4,36,31.3
James Harden,28-099,G,2017-12-03 *,HOU,@,LAL,W,1,35,13,22,.591,9,13,.692,4,9,.444,6,7,.857,1,3,4,9,2,0,4,3,36,30.1
James Harden,28-164,G,2018-02-06 *,HOU,@,BRK,W,1,34,11,23,.478,7,13,.538,4,10,.400,10,10,1.000,0,4,4,5,0,1,2,4,36,26.1
Gary Harris,23-111,G,2018-01-03 *,DEN,,PHO,W,1,32,14,17,.824,11,12,.917,3,5,.600,5,5,1.000,0,4,4,3,2,0,4,1,36,30.6
Gary Harris,23-090,G,2017-12-13 *,DEN,@,BOS,L,1,38,16,25,.640,13,17,.765,3,8,.375,1,1,1.000,2,1,3,6,2,0,3,1,36,29.4
Jrue Holiday,27-258,G,2018-02-25 *,NOP,@,MIL,W,1,42,16,31,.516,14,26,.538,2,5,.400,2,2,1.000,1,8,9,6,1,1,2,4,36,26.1
Kyrie Irving,25-260,G,2017-12-08 *,BOS,@,SAS,L,1,36,13,21,.619,7,11,.636,6,10,.600,4,4,1.000,1,0,1,1,1,0,1,2,36,27.1
Kyrie Irving,25-252,G,2017-11-30 *,BOS,,PHI,W,1,33,12,21,.571,7,13,.538,5,8,.625,7,8,.875,1,3,4,3,0,0,2,1,36,27.0
Josh Jackson,21-035,F-G,2018-03-17 *,PHO,,GSW,L,0,36,14,23,.609,12,19,.632,2,4,.500,6,8,.750,2,4,6,4,2,1,4,2,36,28.0
Nikola Jokic,23-016,C-F,2018-03-07 *,DEN,,CLE,L,1,34,12,14,.857,10,11,.909,2,3,.667,10,11,.909,4,9,13,6,0,0,5,2,36,34.5
Damian Lillard,27-113,G,2017-11-05 *,POR,,OKC,W,1,37,10,18,.556,9,13,.692,1,5,.200,15,15,1.000,1,4,5,13,0,1,2,2,36,36.3
Damian Lillard,27-107,G,2017-10-30 *,POR,,TOR,L,1,41,12,23,.522,9,15,.600,3,8,.375,9,10,.900,1,1,2,2,2,1,6,0,36,23.4
Kyle Lowry,31-249,G,2017-11-29 *,TOR,,CHO,W,1,37,12,18,.667,4,7,.571,8,11,.727,4,4,1.000,1,4,5,6,1,0,3,4,36,30.7
C.J. McCollum,26-049,G,2017-11-07 *,POR,,MEM,L,1,38,14,26,.538,10,16,.625,4,10,.400,4,5,.800,1,1,2,1,3,0,1,1,36,26.3
Paul Millsap,33-048,F,2018-03-30 *,DEN,@,OKC,W,1,40,13,18,.722,11,15,.733,2,3,.667,8,11,.727,3,6,9,2,0,0,1,5,36,29.7
E'Twaun Moore,28-286,G,2017-12-11 *,NOP,@,HOU,L,1,42,15,20,.750,9,12,.750,6,8,.750,0,0,,1,2,3,3,0,0,3,4,36,26.8
Victor Oladipo,25-211,G,2017-12-01 *,IND,@,TOR,L,1,39,14,22,.636,11,14,.786,3,8,.375,5,7,.714,0,7,7,6,3,3,2,1,36,34.4
Julius Randle,23-102,F-C,2018-03-11 *,LAL,,CLE,W,1,38,14,18,.778,14,18,.778,0,0,,8,10,.800,6,8,14,7,1,2,4,3,36,36.9
Austin Rivers,25-143,G,2017-12-22 *,LAC,@,HOU,W,1,39,11,25,.440,5,10,.500,6,15,.400,8,11,.727,0,2,2,7,1,1,4,2,36,24.1
Russell Westbrook,29-084,G,2018-02-04 *,OKC,,LAL,L,1,40,15,25,.600,15,21,.714,0,4,.000,6,8,.750,1,4,5,9,1,0,7,1,36,25.5
Lou Williams,31-057,G,2017-12-23 *,LAC,@,MEM,L,0,35,10,22,.455,5,9,.556,5,13,.385,11,12,.917,0,2,2,2,0,1,3,1,36,23.5
Giannis Antetokounmpo,23-088,F-G,2018-03-04 *,MIL,,PHI,W,1,42,14,23,.609,13,22,.591,1,1,1.000,6,10,.600,3,6,9,7,2,1,4,3,35,29.2
Devin Booker,21-012,G,2017-11-11 *,PHO,,MIN,W,1,39,13,22,.591,8,13,.615,5,9,.556,4,5,.800,0,9,9,6,1,0,4,5,35,26.3
Jimmy Butler,28-146,F-G,2018-02-07 *,MIN,@,CLE,L,1,46,14,21,.667,10,16,.625,4,5,.800,3,3,1.000,0,5,5,6,2,0,2,2,35,30.8
DeMarcus Cousins,27-080,C-F,2017-11-01 *,NOP,,MIN,L,1,41,10,21,.476,5,11,.455,5,10,.500,10,10,1.000,1,8,9,6,6,3,8,2,35,30.9
DeMarcus Cousins,27-090,C-F,2017-11-11 *,NOP,,LAC,W,1,37,14,23,.609,10,15,.667,4,8,.500,3,5,.600,0,15,15,5,0,1,8,2,35,23.6
DeMarcus Cousins,27-068,C-F,2017-10-20 *,NOP,,GSW,L,1,33,11,23,.478,8,15,.533,3,8,.375,10,13,.769,4,10,14,5,3,1,7,5,35,26.1
Stephen Curry,29-249,G,2017-11-18 *,GSW,@,PHI,W,1,35,11,22,.500,7,13,.538,4,9,.444,9,9,1.000,0,5,5,5,0,1,2,1,35,27.3
Anthony Davis,24-223,F-C,2017-10-20 *,NOP,,GSW,L,1,40,15,21,.714,12,17,.706,3,4,.750,2,5,.400,5,10,15,5,3,1,4,1,35,34.4
DeMar DeRozan,28-149,G-F,2018-01-03 *,TOR,@,CHI,W,1,34,10,20,.500,5,12,.417,5,8,.625,10,10,1.000,0,3,3,6,3,0,0,2,35,32.3
DeMar DeRozan,28-154,G-F,2018-01-08 *,TOR,@,BRK,W,1,42,14,30,.467,13,26,.500,1,4,.250,6,9,.667,0,3,3,6,1,1,2,1,35,22.8
DeMar DeRozan,28-179,G-F,2018-02-02 *,TOR,,POR,W,1,30,11,22,.500,5,12,.417,6,10,.600,7,8,.875,1,1,2,3,1,0,1,1,35,26.3
Kevin Durant,29-068,F-G,2017-12-06 *,GSW,@,CHO,W,1,36,13,28,.464,10,18,.556,3,10,.300,6,6,1.000,0,11,11,10,0,2,3,2,35,28.5
Marc Gasol,32-290,C,2017-11-15 *,MEM,,IND,L,1,39,12,24,.500,9,17,.529,3,7,.429,8,9,.889,2,11,13,5,0,5,2,1,35,31.9
